eval_loss,eval_accuracy,eval_micro_f1,eval_macro_f1,eval_weighted_f1,n_dist,opt_object,elapsed_time,done,time_this_iter_s,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,config,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag
0.5621984601020813,85.0,85.0,45.945945945945944,78.1081081081081,0.4759014016972998,85.0,442.2502155303955,True,110.56279587745667,,,1,05014676,cd36f090b65044d6bdec548060b9c98b,2023-05-24_21-43-12,1684960992,110.56279587745667,26483,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function random_forget_majority at 0x2b0319a69ea0>, 'aug_mode': <function backtranslation at 0x2b03195c3158>, 'prob': 0.3481906122550982, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('random_forget_majority', 'backtranslation', 0.3481906122550982)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.85, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",110.56279587745667,0,1,0.027503252029418945,"1_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_random_forget_majority_at_0x2b0319a69ea0,aug_mode=function_backtranslation_at_0x2b03195c3158,class_imbalance=0.8500,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.3482,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('random_forget_majority', 'backtranslation', 0.3481906122550982)]]"
0.5701174736022949,85.0,85.0,45.945945945945944,78.1081081081081,0.4757350192991963,85.0,292.2034091949463,True,73.06886029243469,,,1,b56d04d5,788cc428c5e24d7fb4655e9e57abe7e2,2023-05-24_22-06-22,1684962382,73.06886029243469,32521,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function random_forget at 0x2b0319a69e18>, 'aug_mode': <function eda at 0x2b03195c31e0>, 'prob': 0.9613415624243727, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('random_forget', 'eda', 0.9613415624243727)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.85, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",73.06886029243469,0,1,0.0044443607330322266,"13_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_random_forget_at_0x2b0319a69e18,aug_mode=function_eda_at_0x2b03195c31e0,class_imbalance=0.8500,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.9613,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('random_forget', 'eda', 0.9613415624243727)]]"
0.5726828575134277,85.0,85.0,45.945945945945944,78.1081081081081,0.4759014016972998,85.0,351.1575355529785,True,87.80997824668884,,,1,5166096d,a60fa833b38f4f51ac9589d02872a28b,2023-05-24_22-08-11,1684962491,87.80997824668884,620,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function influential_minority_aug at 0x2b0319a69d90>, 'aug_mode': <function backtranslation at 0x2b03195c3158>, 'prob': 0.21496086682564453, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_minority_aug', 'backtranslation', 0.21496086682564453)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.85, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",87.80997824668884,0,1,0.0044138431549072266,"14_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_influential_minority_aug_at_0x2b0319a69d90,aug_mode=function_backtranslation_at_0x2b03195c3158,class_imbalance=0.8500,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.2150,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('influential_minority_aug', 'backtranslation', 0.21496086682564453)]]"
0.44613829255104065,85.0,85.0,45.945945945945944,78.1081081081081,0.4793127842846466,85.0,398.00822925567627,True,99.53555083274841,,,1,3eae88b4,5aceb3d4492343988236ce56e205580f,2023-05-24_22-10-13,1684962613,99.53555083274841,1100,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function influential_aug at 0x2b0319a69d08>, 'aug_mode': <function backtranslation at 0x2b03195c3158>, 'prob': 0.7506235571551716, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_aug', 'backtranslation', 0.7506235571551716)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.85, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",99.53555083274841,0,1,0.004315614700317383,"15_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_influential_aug_at_0x2b0319a69d08,aug_mode=function_backtranslation_at_0x2b03195c3158,class_imbalance=0.8500,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.7506,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('influential_aug', 'backtranslation', 0.7506235571551716)]]"
0.6140672564506531,85.0,85.0,45.945945945945944,78.1081081081081,0.4759014016972998,85.0,292.2343692779541,True,73.08202767372131,,,1,9f9bc387,03d53a7ce0bf45eda8bcbde2f5f32fe2,2023-05-24_22-11-49,1684962709,73.08202767372131,1621,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function random_forget at 0x2b0319a69e18>, 'aug_mode': <function backtranslation at 0x2b03195c3158>, 'prob': 0.05798652498946599, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('random_forget', 'backtranslation', 0.05798652498946599)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.85, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",73.08202767372131,0,1,0.0045545101165771484,"16_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_random_forget_at_0x2b0319a69e18,aug_mode=function_backtranslation_at_0x2b03195c3158,class_imbalance=0.8500,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.0580,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('random_forget', 'backtranslation', 0.05798652498946599)]]"
0.4711359739303589,85.0,85.0,45.945945945945944,78.1081081081081,0.4759014016972998,85.0,347.8891839981079,True,86.97351408004761,,,1,5e8d3d2c,d6c2c3604a814e8091d3e7c7abfd0974,2023-05-24_22-13-39,1684962819,86.97351408004761,2027,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function full at 0x2b03085fe598>, 'aug_mode': <function backtranslation at 0x2b03195c3158>, 'prob': 0.4723405961350604, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('full', 'backtranslation', 0.4723405961350604)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.85, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",86.97351408004761,0,1,0.02730274200439453,"17_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_full_at_0x2b03085fe598,aug_mode=function_backtranslation_at_0x2b03195c3158,class_imbalance=0.8500,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.4723,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('full', 'backtranslation', 0.4723405961350604)]]"
0.573677122592926,85.0,85.0,45.945945945945944,78.1081081081081,0.4759014016972998,85.0,350.1211347579956,True,87.5555739402771,,,1,9a9d5ca3,4812dae05f4d49d2aba6f291613ac131,2023-05-24_22-15-28,1684962928,87.5555739402771,2520,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function influential_minority_aug at 0x2b0319a69d90>, 'aug_mode': <function backtranslation at 0x2b03195c3158>, 'prob': 0.2589998473221109, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_minority_aug', 'backtranslation', 0.2589998473221109)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.85, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",87.5555739402771,0,1,0.004380464553833008,"18_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_influential_minority_aug_at_0x2b0319a69d90,aug_mode=function_backtranslation_at_0x2b03195c3158,class_imbalance=0.8500,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.2590,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('influential_minority_aug', 'backtranslation', 0.2589998473221109)]]"
0.5558413863182068,85.0,85.0,45.945945945945944,78.1081081081081,0.46055183072417477,85.0,271.97087955474854,True,68.02002263069153,,,1,061ba34e,5e40b85bd437455d9701826a3b4a9e1e,2023-05-24_22-16-58,1684963018,68.02002263069153,3007,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function forget_majority at 0x2b0319a69f28>, 'aug_mode': <function eda at 0x2b03195c31e0>, 'prob': 0.7675947178177109, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('forget_majority', 'eda', 0.7675947178177109)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.85, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",68.02002263069153,0,1,0.004423379898071289,"19_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_forget_majority_at_0x2b0319a69f28,aug_mode=function_eda_at_0x2b03195c31e0,class_imbalance=0.8500,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.7676,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('forget_majority', 'eda', 0.7675947178177109)]]"
0.6105491518974304,85.0,85.0,45.945945945945944,78.1081081081081,0.4759014016972998,85.0,349.45626068115234,True,87.36427760124207,,,1,60c6e0ec,e4f980e8c93f44cd8111eaab8cbdb71d,2023-05-24_22-18-46,1684963126,87.36427760124207,3421,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function random_forget at 0x2b0319a69e18>, 'aug_mode': <function eda at 0x2b03195c31e0>, 'prob': 0.31300031598912015, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('random_forget', 'eda', 0.31300031598912015)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.85, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",87.36427760124207,0,1,0.03286862373352051,"20_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_random_forget_at_0x2b0319a69e18,aug_mode=function_eda_at_0x2b03195c31e0,class_imbalance=0.8500,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.3130,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('random_forget', 'eda', 0.31300031598912015)]]"
0.506049633026123,85.0,85.0,45.945945945945944,78.1081081081081,0.4759014016972998,85.0,347.90597438812256,True,87.00213408470154,,,1,aaafed70,e9d9f1a31d024c2db246b447fd7cf01d,2023-05-24_22-20-35,1684963235,87.00213408470154,3902,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function full_minority at 0x2b0319a69a60>, 'aug_mode': <function backtranslation at 0x2b03195c3158>, 'prob': 0.03706682005490117, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('full_minority', 'backtranslation', 0.03706682005490117)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.85, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",87.00213408470154,0,1,0.00504302978515625,"21_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_full_minority_at_0x2b0319a69a60,aug_mode=function_backtranslation_at_0x2b03195c3158,class_imbalance=0.8500,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.0371,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('full_minority', 'backtranslation', 0.03706682005490117)]]"
0.4798503518104553,85.0,85.0,45.945945945945944,78.1081081081081,0.46055183072417477,85.0,270.9255323410034,True,67.75791001319885,,,1,050458db,5569021bdee5437393e1fe6b16b676c6,2023-05-24_22-22-18,1684963338,67.75791001319885,4365,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function forget_majority at 0x2b0319a69f28>, 'aug_mode': <function eda at 0x2b03195c31e0>, 'prob': 0.7657869038942646, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('forget_majority', 'eda', 0.7657869038942646)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.85, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",67.75791001319885,0,1,0.004418134689331055,"22_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_forget_majority_at_0x2b0319a69f28,aug_mode=function_eda_at_0x2b03195c31e0,class_imbalance=0.8500,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.7658,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('forget_majority', 'eda', 0.7657869038942646)]]"
0.49499815702438354,85.0,85.0,45.945945945945944,78.1081081081081,0.4759014016972998,85.0,401.01990699768066,True,100.28371381759644,,,1,fba69251,f499a868cb5d40269549a2715d073a49,2023-05-24_22-26-05,1684963565,100.28371381759644,5364,gpu-e-9,10.43.6.9,"{'tag': 'pretrained_trail1_n-aug16', 'alpha': 0.05, 'n_aug': 16, 'aug_method': <function full_minority at 0x2b0319a69a60>, 'aug_mode': <function backtranslation at 0x2b03195c3158>, 'prob': 0.005140453469548736, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'amazon', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'small_amazon_train.csv', 'test': 'small_amazon_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('full_minority', 'backtranslation', 0.005140453469548736)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 500, 'class_imbalance': 0.85, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_amazon_example.yaml',), 'until': 5}",100.28371381759644,0,1,0.004601955413818359,"24_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_full_minority_at_0x2b0319a69a60,aug_mode=function_backtranslation_at_0x2b03195c3158,class_imbalance=0.8500,config=taa_confs_bert_amazon_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=small_amazon_test_csv,train=small_amazon_train_csv,name=amazon,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=16,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.0051,seed=42,sparsity=500,tag=pretrained_trail1_n-aug16,topN=3,trail=1,until=5","[[('full_minority', 'backtranslation', 0.005140453469548736)]]"
