eval_loss,eval_accuracy,eval_micro_f1,eval_macro_f1,eval_weighted_f1,n_dist,opt_object,elapsed_time,done,time_this_iter_s,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,config,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,experiment_tag
1.0485097169876099,64.13373860182371,64.13373860182371,62.85686949866054,64.34306140562094,0.6803456730840853,64.13373860182371,1476.9463834762573,True,369.2627019882202,,,1,e3aeeab7,d1ef7ef811824a128e08de3dc0856a5a,2023-05-25_02-29-10,1684978150,369.2627019882202,29754,gpu-e-13,10.43.6.13,"{'tag': 'pretrained_trail1_n-aug8', 'alpha': 0.05, 'n_aug': 8, 'aug_method': <function full at 0x2b778e290598>, 'aug_mode': <function eda at 0x2b779f2551e0>, 'prob': 0.5243102474375423, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('full', 'eda', 0.5243102474375423)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 2000, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",369.2627019882202,0,1,0.0046308040618896484,"17_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_full_at_0x2b778e290598,aug_mode=function_eda_at_0x2b779f2551e0,class_imbalance=0.5000,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=8,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.5243,seed=42,sparsity=2000,tag=pretrained_trail1_n-aug8,topN=3,trail=1,until=5","[[('full', 'eda', 0.5243102474375423)]]"
0.7922446131706238,61.39817629179332,61.39817629179332,60.24642024642024,61.70668237537539,0.7215113890835434,61.39817629179332,823.9410057067871,True,206.01125860214233,,,1,baf0ec3d,1503bcb664784fb8bd04e06b20e9198c,2023-05-25_02-52-31,1684979551,206.01125860214233,6902,gpu-e-13,10.43.6.13,"{'tag': 'pretrained_trail1_n-aug8', 'alpha': 0.05, 'n_aug': 8, 'aug_method': <function full at 0x2b778e290598>, 'aug_mode': <function eda at 0x2b779f2551e0>, 'prob': 0.17980562466530708, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('full', 'eda', 0.17980562466530708)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 2000, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",206.01125860214233,0,1,0.004519462585449219,"23_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_full_at_0x2b778e290598,aug_mode=function_eda_at_0x2b779f2551e0,class_imbalance=0.5000,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=8,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.1798,seed=42,sparsity=2000,tag=pretrained_trail1_n-aug8,topN=3,trail=1,until=5","[[('full', 'eda', 0.17980562466530708)]]"
0.7216414213180542,60.790273556231,60.790273556231,60.6725539071694,61.1368925229124,0.7239377977950124,60.790273556231,724.0628089904785,True,181.0286500453949,,,1,8a7318ca,6fa1e3afb23044c7a5487736d8cc95b5,2023-05-25_01-52-01,1684975921,181.0286500453949,19760,gpu-e-13,10.43.6.13,"{'tag': 'pretrained_trail1_n-aug8', 'alpha': 0.05, 'n_aug': 8, 'aug_method': <function influential_majority_forget at 0x2b779f255048>, 'aug_mode': <function backtranslation at 0x2b779f255158>, 'prob': 0.5953678102677005, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_majority_forget', 'backtranslation', 0.5953678102677005)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 2000, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",181.0286500453949,0,1,0.0046062469482421875,"7_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_influential_majority_forget_at_0x2b779f255048,aug_mode=function_backtranslation_at_0x2b779f255158,class_imbalance=0.5000,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=8,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.5954,seed=42,sparsity=2000,tag=pretrained_trail1_n-aug8,topN=3,trail=1,until=5","[[('influential_majority_forget', 'backtranslation', 0.5953678102677005)]]"
0.7749512791633606,60.790273556231,60.790273556231,60.54385720262167,61.216763399016386,0.7212477180211777,60.790273556231,775.7154312133789,True,193.95541620254517,,,1,cc528280,780ac9c56165488b8d9c544b0bf89e61,2023-05-25_03-14-21,1684980861,193.95541620254517,14046,gpu-e-13,10.43.6.13,"{'tag': 'pretrained_trail1_n-aug8', 'alpha': 0.05, 'n_aug': 8, 'aug_method': <function random_forget at 0x2b779f73ee18>, 'aug_mode': <function eda at 0x2b779f2551e0>, 'prob': 0.6806853085134934, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('random_forget', 'eda', 0.6806853085134934)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 2000, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",193.95541620254517,0,1,0.004359006881713867,"30_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_random_forget_at_0x2b779f73ee18,aug_mode=function_eda_at_0x2b779f2551e0,class_imbalance=0.5000,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=8,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.6807,seed=42,sparsity=2000,tag=pretrained_trail1_n-aug8,topN=3,trail=1,until=5","[[('random_forget', 'eda', 0.6806853085134934)]]"
0.7541643977165222,60.48632218844985,60.48632218844985,60.324675324675326,60.871195673627284,0.7230038147359573,60.48632218844985,759.0546865463257,True,189.781170129776,,,1,b798cbac,6231861639704649ae69a801c827ec85,2023-05-25_02-02-08,1684976528,189.781170129776,22895,gpu-e-13,10.43.6.13,"{'tag': 'pretrained_trail1_n-aug8', 'alpha': 0.05, 'n_aug': 8, 'aug_method': <function influential_minority_aug at 0x2b779f73ed90>, 'aug_mode': <function backtranslation at 0x2b779f255158>, 'prob': 0.9306218421336565, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_minority_aug', 'backtranslation', 0.9306218421336565)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 2000, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",189.781170129776,0,1,0.005149364471435547,"10_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_influential_minority_aug_at_0x2b779f73ed90,aug_mode=function_backtranslation_at_0x2b779f255158,class_imbalance=0.5000,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=8,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.9306,seed=42,sparsity=2000,tag=pretrained_trail1_n-aug8,topN=3,trail=1,until=5","[[('influential_minority_aug', 'backtranslation', 0.9306218421336565)]]"
0.683081328868866,60.48632218844985,60.48632218844985,56.374949000408,59.26512223160573,0.7215113890835434,60.48632218844985,592.0565271377563,True,148.0423276424408,,,1,31b94fe8,5ed6ef92d599479bbb5b7a694571bbd2,2023-05-25_02-55-20,1684979720,148.0423276424408,8030,gpu-e-13,10.43.6.13,"{'tag': 'pretrained_trail1_n-aug8', 'alpha': 0.05, 'n_aug': 8, 'aug_method': <function forget_majority at 0x2b779f73ef28>, 'aug_mode': <function eda at 0x2b779f2551e0>, 'prob': 0.4685164014431887, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('forget_majority', 'eda', 0.4685164014431887)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 2000, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",148.0423276424408,0,1,0.004601240158081055,"24_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_forget_majority_at_0x2b779f73ef28,aug_mode=function_eda_at_0x2b779f2551e0,class_imbalance=0.5000,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=8,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.4685,seed=42,sparsity=2000,tag=pretrained_trail1_n-aug8,topN=3,trail=1,until=5","[[('forget_majority', 'eda', 0.4685164014431887)]]"
0.6687992811203003,60.182370820668694,60.182370820668694,58.71624663543972,60.39519529916968,0.7215113890835434,60.182370820668694,599.8226013183594,True,149.98259234428406,,,1,5af87825,2b5e747b55fa4e768f7d99a307666d25,2023-05-25_03-07-37,1684980457,149.98259234428406,12272,gpu-e-13,10.43.6.13,"{'tag': 'pretrained_trail1_n-aug8', 'alpha': 0.05, 'n_aug': 8, 'aug_method': <function random_aug at 0x2b779f73ec80>, 'aug_mode': <function eda at 0x2b779f2551e0>, 'prob': 0.27592620718469113, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('random_aug', 'eda', 0.27592620718469113)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 2000, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",149.98259234428406,0,1,0.00455927848815918,"28_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_random_aug_at_0x2b779f73ec80,aug_mode=function_eda_at_0x2b779f2551e0,class_imbalance=0.5000,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=8,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.2759,seed=42,sparsity=2000,tag=pretrained_trail1_n-aug8,topN=3,trail=1,until=5","[[('random_aug', 'eda', 0.27592620718469113)]]"
0.8654422163963318,59.87841945288754,59.87841945288754,59.181141439205966,60.332460950168574,0.7235529477430103,59.87841945288754,1230.2357845306396,True,307.58552050590515,,,1,816c5105,86b4ad7c5dc4467d87dfc4dde74710ea,2023-05-25_02-41-52,1684978912,307.58552050590515,3338,gpu-e-13,10.43.6.13,"{'tag': 'pretrained_trail1_n-aug8', 'alpha': 0.05, 'n_aug': 8, 'aug_method': <function full at 0x2b778e290598>, 'aug_mode': <function backtranslation at 0x2b779f255158>, 'prob': 0.5587590046297591, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('full', 'backtranslation', 0.5587590046297591)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 2000, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",307.58552050590515,0,1,0.0047266483306884766,"20_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_full_at_0x2b778e290598,aug_mode=function_backtranslation_at_0x2b779f255158,class_imbalance=0.5000,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=8,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.5588,seed=42,sparsity=2000,tag=pretrained_trail1_n-aug8,topN=3,trail=1,until=5","[[('full', 'backtranslation', 0.5587590046297591)]]"
0.7722405195236206,59.57446808510638,59.57446808510638,59.13806788999393,60.049374179787584,0.7215113890835434,59.57446808510638,870.7962970733643,True,217.71045351028442,,,1,08ceee38,73f82739baf744169fc8be05e3e1aaa0,2023-05-25_01-45-56,1684975556,217.71045351028442,17774,gpu-e-13,10.43.6.13,"{'tag': 'pretrained_trail1_n-aug8', 'alpha': 0.05, 'n_aug': 8, 'aug_method': <function influential_aug at 0x2b779f73ed08>, 'aug_mode': <function eda at 0x2b779f2551e0>, 'prob': 0.2113738944512512, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_aug', 'eda', 0.2113738944512512)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 2000, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",217.71045351028442,0,1,0.004395484924316406,"5_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_influential_aug_at_0x2b779f73ed08,aug_mode=function_eda_at_0x2b779f2551e0,class_imbalance=0.5000,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=8,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.2114,seed=42,sparsity=2000,tag=pretrained_trail1_n-aug8,topN=3,trail=1,until=5","[[('influential_aug', 'eda', 0.2113738944512512)]]"
0.7478265166282654,59.57446808510638,59.57446808510638,59.42452314054951,59.95682769372641,0.7231509351121501,59.57446808510638,755.7469339370728,True,188.96039938926697,,,1,5a670735,d6765581af844fcd8651ffd8625330a2,2023-05-25_01-55-31,1684976131,188.96039938926697,20887,gpu-e-13,10.43.6.13,"{'tag': 'pretrained_trail1_n-aug8', 'alpha': 0.05, 'n_aug': 8, 'aug_method': <function influential_minority_aug at 0x2b779f73ed90>, 'aug_mode': <function backtranslation at 0x2b779f255158>, 'prob': 0.7405172960069307, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('influential_minority_aug', 'backtranslation', 0.7405172960069307)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 2000, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",188.96039938926697,0,1,0.004428863525390625,"8_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_influential_minority_aug_at_0x2b779f73ed90,aug_mode=function_backtranslation_at_0x2b779f255158,class_imbalance=0.5000,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=8,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.7405,seed=42,sparsity=2000,tag=pretrained_trail1_n-aug8,topN=3,trail=1,until=5","[[('influential_minority_aug', 'backtranslation', 0.7405172960069307)]]"
0.877577543258667,59.27051671732523,59.27051671732523,58.8042909471481,59.750063223793134,0.7212477180211777,59.27051671732523,766.9773902893066,True,191.74455738067627,,,1,6bf9fb27,d9230e7f9d7049be9f109c609ca71443,2023-05-25_02-19-30,1684977570,191.74455738067627,27763,gpu-e-13,10.43.6.13,"{'tag': 'pretrained_trail1_n-aug8', 'alpha': 0.05, 'n_aug': 8, 'aug_method': <function random_forget at 0x2b779f73ee18>, 'aug_mode': <function eda at 0x2b779f2551e0>, 'prob': 0.6154023606023293, 'model': {'type': 'Bert'}, 'dataset': {'path': 'custom', 'name': 'wiki', 'data_dir': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO/taa/Data', 'data_files': {'train': 'clean_sentences_small_wiki_train.csv', 'test': 'clean_sentences_small_wiki_test.csv'}, 'text_key': 'text'}, 'abspath': '/home/yfn21/ondemand/data/sys/myjobs/projects/default/4/MPhil_BO', 'aug': [[('random_forget', 'eda', 0.6154023606023293)]], 'per_device_train_batch_size': 50, 'per_device_eval_batch_size': 128, 'epoch': 10, 'lr': '4e-5', 'max_seq_length': 128, 'sparsity': 2000, 'class_imbalance': 0.5, 'num_classes': 2, 'method': 'taa', 'topN': 3, 'seed': 42, 'trail': 1, 'num_search': 30, 'num_gpus': 4, 'num_cpus': 40, '_version': 1, 'config': ('taa/confs/bert_wiki_example.yaml',), 'until': 5}",191.74455738067627,0,1,0.004334926605224609,"15_version=1,abspath=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO,alpha=0.0500,aug=None,aug_method=function_random_forget_at_0x2b779f73ee18,aug_mode=function_eda_at_0x2b779f2551e0,class_imbalance=0.5000,config=taa_confs_bert_wiki_example_yaml,data_dir=home_yfn21_ondemand_data_sys_myjobs_projects_default_4_MPhil_BO_taa_Data,test=clean_sentences_small_wiki_test_csv,train=clean_sentences_small_wiki_train_csv,name=wiki,path=custom,text_key=text,epoch=10,lr=4e-5,max_seq_length=128,method=taa,type=Bert,n_aug=8,num_classes=2,num_cpus=40,num_gpus=4,num_search=30,per_device_eval_batch_size=128,per_device_train_batch_size=50,prob=0.6154,seed=42,sparsity=2000,tag=pretrained_trail1_n-aug8,topN=3,trail=1,until=5","[[('random_forget', 'eda', 0.6154023606023293)]]"
